CommitId;RefactoringType;RefactoringDetail
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	deserialized : Query to deserialized : N1qlQuery in method public preparedShouldSupportSerialization() : void in class com.couchbase.client.java.query.N1qlQueryTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Parameter Type;Change Parameter Type	left : Query to left : N1qlQuery in method private assertSerialization(left N1qlQuery, right N1qlQuery) : void in class com.couchbase.client.java.query.N1qlQueryTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Parameter Type;Change Parameter Type	right : Query to right : N1qlQuery in method private assertSerialization(left N1qlQuery, right N1qlQuery) : void in class com.couchbase.client.java.query.N1qlQueryTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	executor : QueryExecutor to executor : N1qlQueryExecutor in method public testPreparedStatementInCacheBypassesPreparation() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	q : Query to q : N1qlQuery in method public testPreparedStatementInCacheBypassesPreparation() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	executor : QueryExecutor to executor : N1qlQueryExecutor in method public testPreparedStatementNotInCacheTriggersPreparation() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	q : Query to q : N1qlQuery in method public testPreparedStatementNotInCacheTriggersPreparation() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	executor : QueryExecutor to executor : N1qlQueryExecutor in method public testCachedPlanExecutionErrorTriggersRetry() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	q : Query to q : N1qlQuery in method public testCachedPlanExecutionErrorTriggersRetry() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	result4050 : AsyncQueryResult to result4050 : AsyncN1qlQueryResult in method public testCachedPlanExecutionErrorTriggersRetry() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	executor : QueryExecutor to executor : N1qlQueryExecutor in method public testUncachedPlanExecutionErrorTriggersRetry() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	q : Query to q : N1qlQuery in method public testUncachedPlanExecutionErrorTriggersRetry() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	result4050 : Observable<DefaultAsyncQueryResult> to result4050 : Observable<DefaultAsyncN1qlQueryResult> in method public testUncachedPlanExecutionErrorTriggersRetry() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	resultOk : Observable<DefaultAsyncQueryResult> to resultOk : Observable<DefaultAsyncN1qlQueryResult> in method public testUncachedPlanExecutionErrorTriggersRetry() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	result : AsyncQueryResult to result : AsyncN1qlQueryResult in method public testUncachedPlanExecutionErrorTriggersRetry() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	executor : QueryExecutor to executor : N1qlQueryExecutor in method public testUncachedPlanExecutionDoubleErrorTriggersRetryThenFails() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	q : Query to q : N1qlQuery in method public testUncachedPlanExecutionDoubleErrorTriggersRetryThenFails() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	result4050 : Observable<DefaultAsyncQueryResult> to result4050 : Observable<DefaultAsyncN1qlQueryResult> in method public testUncachedPlanExecutionDoubleErrorTriggersRetryThenFails() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	resultOk : Observable<DefaultAsyncQueryResult> to resultOk : Observable<DefaultAsyncN1qlQueryResult> in method public testUncachedPlanExecutionDoubleErrorTriggersRetryThenFails() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	result : AsyncQueryResult to result : AsyncN1qlQueryResult in method public testUncachedPlanExecutionDoubleErrorTriggersRetryThenFails() : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	executor : QueryExecutor to executor : N1qlQueryExecutor in method private testRetryCondition(code int, msg String, retryExpected boolean) : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	q : Query to q : N1qlQuery in method private testRetryCondition(code int, msg String, retryExpected boolean) : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	resultRetry : Observable<DefaultAsyncQueryResult> to resultRetry : Observable<DefaultAsyncN1qlQueryResult> in method private testRetryCondition(code int, msg String, retryExpected boolean) : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	resultOk : Observable<DefaultAsyncQueryResult> to resultOk : Observable<DefaultAsyncN1qlQueryResult> in method private testRetryCondition(code int, msg String, retryExpected boolean) : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Variable Type;Change Variable Type	result : AsyncQueryResult to result : AsyncN1qlQueryResult in method private testRetryCondition(code int, msg String, retryExpected boolean) : void in class com.couchbase.client.java.query.core.N1qlQueryExecutorTest
36ebb9042d43f7262209b99197a65ce8796568b1;Change Return Type;Change Return Type	Observable<AsyncQueryResult> to Observable<AsyncN1qlQueryResult> in method public query(query N1qlQuery) : Observable<AsyncN1qlQueryResult> in class com.couchbase.client.java.AsyncBucket
36ebb9042d43f7262209b99197a65ce8796568b1;Change Parameter Type;Change Parameter Type	query : Query to query : N1qlQuery in method public query(query N1qlQuery) : Observable<AsyncN1qlQueryResult> in class com.couchbase.client.java.AsyncBucket
36ebb9042d43f7262209b99197a65ce8796568b1;Change Return Type;Change Return Type	QueryResult to N1qlQueryResult in method public query(query N1qlQuery) : N1qlQueryResult in class com.couchbase.client.java.Bucket
36ebb9042d43f7262209b99197a65ce8796568b1;Change Parameter Type;Change Parameter Type	query : Query to query : N1qlQuery in method public query(query N1qlQuery) : N1qlQueryResult in class com.couchbase.client.java.Bucket
36ebb9042d43f7262209b99197a65ce8796568b1;Change Return Type;Change Return Type	QueryResult to N1qlQueryResult in method public query(query N1qlQuery, timeout long, timeUnit TimeUnit) : N1qlQueryResult in class com.couchbase.client.java.Bucket
36ebb9042d43f7262209b99197a65ce8796568b1;Change Parameter Type;Change Parameter Type	query : Query to query : N1qlQuery in method public query(query N1qlQuery, timeout long, timeUnit TimeUnit) : N1qlQueryResult in class com.couchbase.client.java.Bucket
299f38383c808bb8b180e00cca1d340f39f0dbe5;Extract Method;Extract Method	protected prepareAndExecute(query Query) : Observable<AsyncQueryResult> extracted from private dispatchPrepared(query Query) : Observable<AsyncQueryResult> in class com.couchbase.client.java.query.core.QueryExecutor
8963fccc5c15657ec2c65ec85c9373e761cd6f77;Rename Variable;Rename Variable	prepareFallback : String to encodedPlan : String in method public n1ql() : JsonObject in class com.couchbase.client.java.query.PreparedQuery
8963fccc5c15657ec2c65ec85c9373e761cd6f77;Change Parameter Type;Change Parameter Type	query : String to query : Query in method private executeQuery(query Query) : Observable<AsyncQueryResult> in class com.couchbase.client.java.query.core.QueryExecutor
8963fccc5c15657ec2c65ec85c9373e761cd6f77;Rename Method;Rename Method	public executeRaw(query String) : Observable<AsyncQueryResult> renamed to private executeQuery(query Query) : Observable<AsyncQueryResult> in class com.couchbase.client.java.query.core.QueryExecutor
5216638c192e64bf77747901f60f49c833f21e5f;Rename Method;Rename Method	public systemMetricsCollectorConfig(metricsCollectorConfig MetricsCollectorConfig) : Builder renamed to public runtimeMetricsCollectorConfig(metricsCollectorConfig MetricsCollectorConfig) : Builder in class com.couchbase.client.java.env.DefaultCouchbaseEnvironment.Builder
bbd08078d651ddf433274f4044cacb8a1e7b6915;Change Variable Type;Change Variable Type	that : AbstractDocument to that : AbstractDocument<?> in method public equals(o Object) : boolean in class com.couchbase.client.java.document.AbstractDocument
b7432bcde883edc02b871470d5408734d8e9a157;Rename Class;Rename Class	com.couchbase.client.java.query.ParametrizedQuery renamed to com.couchbase.client.java.query.ParameterizedQuery
b7432bcde883edc02b871470d5408734d8e9a157;Change Return Type;Change Return Type	ParametrizedQuery to ParameterizedQuery in method public parameterized(statement Statement, positionalParams JsonArray) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrized(statement Statement, positionalParams JsonArray) : ParametrizedQuery renamed to public parameterized(statement Statement, positionalParams JsonArray) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Change Return Type;Change Return Type	ParametrizedQuery to ParameterizedQuery in method public parameterized(statement Statement, namedParams JsonObject) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrized(statement Statement, namedParams JsonObject) : ParametrizedQuery renamed to public parameterized(statement Statement, namedParams JsonObject) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Change Return Type;Change Return Type	ParametrizedQuery to ParameterizedQuery in method public parameterized(statement Statement, positionalParams JsonArray, params QueryParams) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrized(statement Statement, positionalParams JsonArray, params QueryParams) : ParametrizedQuery renamed to public parameterized(statement Statement, positionalParams JsonArray, params QueryParams) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Change Return Type;Change Return Type	ParametrizedQuery to ParameterizedQuery in method public parameterized(statement Statement, namedParams JsonObject, params QueryParams) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrized(statement Statement, namedParams JsonObject, params QueryParams) : ParametrizedQuery renamed to public parameterized(statement Statement, namedParams JsonObject, params QueryParams) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Change Return Type;Change Return Type	ParametrizedQuery to ParameterizedQuery in method public parameterized(statement String, positionalParams JsonArray) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrized(statement String, positionalParams JsonArray) : ParametrizedQuery renamed to public parameterized(statement String, positionalParams JsonArray) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Change Return Type;Change Return Type	ParametrizedQuery to ParameterizedQuery in method public parameterized(statement String, namedParams JsonObject) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrized(statement String, namedParams JsonObject) : ParametrizedQuery renamed to public parameterized(statement String, namedParams JsonObject) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Change Return Type;Change Return Type	ParametrizedQuery to ParameterizedQuery in method public parameterized(statement String, positionalParams JsonArray, params QueryParams) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrized(statement String, positionalParams JsonArray, params QueryParams) : ParametrizedQuery renamed to public parameterized(statement String, positionalParams JsonArray, params QueryParams) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Change Return Type;Change Return Type	ParametrizedQuery to ParameterizedQuery in method public parameterized(statement String, namedParams JsonObject, params QueryParams) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrized(statement String, namedParams JsonObject, params QueryParams) : ParametrizedQuery renamed to public parameterized(statement String, namedParams JsonObject, params QueryParams) : ParameterizedQuery in class com.couchbase.client.java.query.Query
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrizedShouldSupportSerialization() : void renamed to public parameterizedShouldSupportSerialization() : void in class com.couchbase.client.java.query.QueryTest
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrizedQueryWithArrayShouldProduceStatementAndArgs() : void renamed to public parameterizedQueryWithArrayShouldProduceStatementAndArgs() : void in class com.couchbase.client.java.query.QueryToN1qlTest
b7432bcde883edc02b871470d5408734d8e9a157;Rename Method;Rename Method	public parametrizedQueryWithObjectShouldProduceStatementAndNamedParameters() : void renamed to public parameterizedQueryWithObjectShouldProduceStatementAndNamedParameters() : void in class com.couchbase.client.java.query.QueryToN1qlTest
b7432bcde883edc02b871470d5408734d8e9a157;Change Variable Type;Change Variable Type	query2 : ParametrizedQuery to query2 : ParameterizedQuery in method public queryParamsShouldBeInjectedInQuery() : void in class com.couchbase.client.java.query.QueryToN1qlTest
b7432bcde883edc02b871470d5408734d8e9a157;Change Variable Type;Change Variable Type	query : ParametrizedQuery to query : ParameterizedQuery in method public parameterizedQueryWithArrayShouldProduceStatementAndArgs() : void in class com.couchbase.client.java.query.QueryToN1qlTest
b7432bcde883edc02b871470d5408734d8e9a157;Change Variable Type;Change Variable Type	query : ParametrizedQuery to query : ParameterizedQuery in method public parameterizedQueryWithObjectShouldProduceStatementAndNamedParameters() : void in class com.couchbase.client.java.query.QueryToN1qlTest
10cdefebba1432a46662e6107903585570c7d7a8;Extract Variable;Extract Variable	query : Query in method public query(statement Statement) : Observable<AsyncQueryResult> from class com.couchbase.client.java.CouchbaseAsyncBucket
10cdefebba1432a46662e6107903585570c7d7a8;Extract Class;Extract Class	com.couchbase.client.java.query.core.QueryExecutor from class com.couchbase.client.java.CouchbaseAsyncBucket
10cdefebba1432a46662e6107903585570c7d7a8;Move Attribute;Move Attribute	private LOGGER : CouchbaseLogger from class com.couchbase.client.java.CouchbaseAsyncBucket to private LOGGER : CouchbaseLogger from class com.couchbase.client.java.query.core.QueryExecutor
f0aa8d2c70e99d003b14be9859dce83282c1b898;Rename Method;Rename Method	public shouldFailToExecuteUnknownNamedPreparedStatement() : void renamed to public shouldManageToExecuteUnknownNamedPreparedStatement() : void in class com.couchbase.client.java.QueryTest
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	Observable<QueryPlan> to Observable<PreparedPayload> in method public prepare(statement Statement) : Observable<PreparedPayload> in class com.couchbase.client.java.AsyncBucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	Observable<QueryPlan> to Observable<PreparedPayload> in method public prepare(statement String) : Observable<PreparedPayload> in class com.couchbase.client.java.AsyncBucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	QueryPlan to PreparedPayload in method public prepare(statement String) : PreparedPayload in class com.couchbase.client.java.Bucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	QueryPlan to PreparedPayload in method public prepare(statement Statement) : PreparedPayload in class com.couchbase.client.java.Bucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	QueryPlan to PreparedPayload in method public prepare(statement String, timeout long, timeUnit TimeUnit) : PreparedPayload in class com.couchbase.client.java.Bucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	QueryPlan to PreparedPayload in method public prepare(statement Statement, timeout long, timeUnit TimeUnit) : PreparedPayload in class com.couchbase.client.java.Bucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	Observable<QueryPlan> to Observable<PreparedPayload> in method public prepare(statement String) : Observable<PreparedPayload> in class com.couchbase.client.java.CouchbaseAsyncBucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	Observable<QueryPlan> to Observable<PreparedPayload> in method public prepare(statement Statement) : Observable<PreparedPayload> in class com.couchbase.client.java.CouchbaseAsyncBucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	QueryPlan to PreparedPayload in method public prepare(statement String) : PreparedPayload in class com.couchbase.client.java.CouchbaseBucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	QueryPlan to PreparedPayload in method public prepare(statement Statement) : PreparedPayload in class com.couchbase.client.java.CouchbaseBucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	QueryPlan to PreparedPayload in method public prepare(statement String, timeout long, timeUnit TimeUnit) : PreparedPayload in class com.couchbase.client.java.CouchbaseBucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	QueryPlan to PreparedPayload in method public prepare(statement Statement, timeout long, timeUnit TimeUnit) : PreparedPayload in class com.couchbase.client.java.CouchbaseBucket
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	info : Observable<JsonObject> to info : Observable<QueryMetrics> in method public DefaultAsyncQueryResult(rows Observable<AsyncQueryRow>, signature Observable<Object>, info Observable<QueryMetrics>, errors Observable<JsonObject>, finalSuccess Observable<Boolean>, parsingSuccess boolean, requestId String, clientContextId String) in class com.couchbase.client.java.query.DefaultAsyncQueryResult
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Return Type;Change Return Type	QueryPlan to PreparedPayload in method public statement() : PreparedPayload in class com.couchbase.client.java.query.PreparedQuery
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	plan : QueryPlan to plan : PreparedPayload in method package PreparedQuery(plan PreparedPayload, positionalParams JsonArray, params QueryParams) in class com.couchbase.client.java.query.PreparedQuery
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	plan : QueryPlan to plan : PreparedPayload in method package PreparedQuery(plan PreparedPayload, namedParams JsonObject, params QueryParams) in class com.couchbase.client.java.query.PreparedQuery
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	plan : QueryPlan to plan : PreparedPayload in method package PreparedQuery(plan PreparedPayload, params QueryParams) in class com.couchbase.client.java.query.PreparedQuery
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Rename Parameter;Rename Parameter	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Rename Parameter;Rename Parameter	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, positionalParams JsonArray) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, positionalParams JsonArray) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Rename Parameter;Rename Parameter	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, namedParams JsonObject) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, namedParams JsonObject) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Rename Parameter;Rename Parameter	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, params QueryParams) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, params QueryParams) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Rename Parameter;Rename Parameter	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, positionalParams JsonArray, params QueryParams) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, positionalParams JsonArray, params QueryParams) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Rename Parameter;Rename Parameter	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, namedParams JsonObject, params QueryParams) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Parameter Type;Change Parameter Type	plan : QueryPlan to payload : PreparedPayload in method public prepared(payload PreparedPayload, namedParams JsonObject, params QueryParams) : PreparedQuery in class com.couchbase.client.java.query.Query
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Rename Method;Rename Method	public shouldNotDoublePrefixAStringPreparedStatement() : void renamed to public shouldNotDoublePrefixAStringPreparedStatementWithoutName() : void in class com.couchbase.client.java.query.QueryToN1qlTest
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Rename Method;Rename Method	public queryPlanShouldBeSerializable() : void renamed to public preparedPayloadShouldBeSerializable() : void in class com.couchbase.client.java.query.StatementSerializationTest
a9f22259c94dd19f7eaffadd5c979d75018fa80c;Change Variable Type;Change Variable Type	deserialized : QueryPlan to deserialized : PreparedPayload in method public preparedPayloadShouldBeSerializable() : void in class com.couchbase.client.java.query.StatementSerializationTest
b320fb1059bbfe2bb0cb16b70491a7bdf987d474;Extract Method;Extract Method	public create(name String, views List<View>, options Map<Option,Long>) : DesignDocument extracted from public create(name String, views List<View>) : DesignDocument in class com.couchbase.client.java.view.DesignDocument
24e74891eb888e32d5aa0e5261f5ed2ca095f2f4;Change Return Type;Change Return Type	KeysPath to HintPath in method public as(alias String) : HintPath in class com.couchbase.client.java.query.dsl.path.AsPath
24e74891eb888e32d5aa0e5261f5ed2ca095f2f4;Change Return Type;Change Return Type	KeysPath to HintPath in method public as(alias String) : HintPath in class com.couchbase.client.java.query.dsl.path.DefaultAsPath
24e74891eb888e32d5aa0e5261f5ed2ca095f2f4;Extract Superclass;Extract Superclass	com.couchbase.client.java.query.dsl.path.DefaultHintPath from classes [com.couchbase.client.java.query.dsl.path.DefaultAsPath]
87ef6325f91e8f280d399c05a02cfb72e88275e2;Rename Method;Rename Method	public ensureSourceJsonDoesntBackMetrics() : void renamed to public ensureSourceJsonDoesntBackDefinedMetrics() : void in class com.couchbase.client.java.query.QueryMetricsTest
ccdada2044f46843ac5c9f3f689a2d16d7b59380;Extract Variable;Extract Variable	keysArray : JsonArray in method public shouldHandleKeys() : void from class com.couchbase.client.java.view.ViewQueryTest
40b339ec7312b32b84ce298eedbfa808dba09f99;Move Class;Move Class	com.couchbase.client.java.query.IndexDslTest moved to com.couchbase.client.java.query.dsl.IndexDslTest
40b339ec7312b32b84ce298eedbfa808dba09f99;Rename Parameter;Rename Parameter	array : Expression to expression : Expression in method public arrayLength(expression Expression) : Expression in class com.couchbase.client.java.query.dsl.functions.ArrayFunctions
40b339ec7312b32b84ce298eedbfa808dba09f99;Rename Parameter;Rename Parameter	array : String to expression : String in method public arrayLength(expression String) : Expression in class com.couchbase.client.java.query.dsl.functions.ArrayFunctions
40b339ec7312b32b84ce298eedbfa808dba09f99;Change Parameter Type;Change Parameter Type	expression : Expression to expression : String in method public datePartStr(expression String, part DatePartExt) : Expression in class com.couchbase.client.java.query.dsl.functions.DateFunctions
40b339ec7312b32b84ce298eedbfa808dba09f99;Change Parameter Type;Change Parameter Type	part : String to part : DatePartExt in method public datePartStr(expression String, part DatePartExt) : Expression in class com.couchbase.client.java.query.dsl.functions.DateFunctions
e1d4cf94c7eb5ff1b83e52ecb20b1df4e297efd9;Change Return Type;Change Return Type	UsingWherePath to WherePath in method public on(namespace String, keyspace String, expression Expression, additionalExpressions Expression...) : WherePath in class com.couchbase.client.java.query.dsl.path.index.DefaultOnPath
e1d4cf94c7eb5ff1b83e52ecb20b1df4e297efd9;Change Return Type;Change Return Type	UsingWherePath to WherePath in method public on(keyspace String, expression Expression, additionalExpressions Expression...) : WherePath in class com.couchbase.client.java.query.dsl.path.index.DefaultOnPath
e1d4cf94c7eb5ff1b83e52ecb20b1df4e297efd9;Change Return Type;Change Return Type	WithPath to UsingWithPath in method public where(filterExpression Expression) : UsingWithPath in class com.couchbase.client.java.query.dsl.path.index.DefaultWherePath
e1d4cf94c7eb5ff1b83e52ecb20b1df4e297efd9;Change Return Type;Change Return Type	WithPath to UsingWithPath in method public where(filterExpression String) : UsingWithPath in class com.couchbase.client.java.query.dsl.path.index.DefaultWherePath
e1d4cf94c7eb5ff1b83e52ecb20b1df4e297efd9;Change Return Type;Change Return Type	UsingWherePath to WherePath in method public on(keyspace String, expression Expression, additionalExpressions Expression...) : WherePath in class com.couchbase.client.java.query.dsl.path.index.OnPath
e1d4cf94c7eb5ff1b83e52ecb20b1df4e297efd9;Change Return Type;Change Return Type	UsingWherePath to WherePath in method public on(namespace String, keyspace String, expression Expression, additionalExpressions Expression...) : WherePath in class com.couchbase.client.java.query.dsl.path.index.OnPath
e1d4cf94c7eb5ff1b83e52ecb20b1df4e297efd9;Change Return Type;Change Return Type	WithPath to UsingWithPath in method public where(filterExpression Expression) : UsingWithPath in class com.couchbase.client.java.query.dsl.path.index.WherePath
e1d4cf94c7eb5ff1b83e52ecb20b1df4e297efd9;Change Return Type;Change Return Type	WithPath to UsingWithPath in method public where(filterExpression String) : UsingWithPath in class com.couchbase.client.java.query.dsl.path.index.WherePath
e1d4cf94c7eb5ff1b83e52ecb20b1df4e297efd9;Change Variable Type;Change Variable Type	idx2 : UsingWherePath to idx2 : WherePath in method public testCreateIndex() : void in class com.couchbase.client.java.query.IndexDslTest
7e06dbf3709f6038725a4e696fa7c20fb18959d1;Rename Variable;Rename Variable	user : User to entity : User in method public shouldUpsertAndGetEntity() : void in class com.couchbase.client.java.repository.RepositoryTest
7e06dbf3709f6038725a4e696fa7c20fb18959d1;Change Variable Type;Change Variable Type	found : User to found : EntityDocument<User> in method public shouldUpsertAndGetEntity() : void in class com.couchbase.client.java.repository.RepositoryTest
