CommitId;RefactoringType;RefactoringDetail
94d7ae9917c82bc5251b7e54daa89dc9a6b84bce;Change Variable Type;Change Variable Type	lookupNode : InetSocketAddress to lookupNode : ConnectionString.UnresolvedSocket in method private seedNodesViaDnsSrv(connectionString ConnectionString, environment CouchbaseEnvironment, seedNodes List<String>) : void in class com.couchbase.client.java.CouchbaseAsyncCluster
53213fe6b03c521a3ea30966ef5662845d1771b2;Change Parameter Type;Change Parameter Type	targetNode : InetAddress to targetNode : String in method private createN1qlRequest(query N1qlQuery, bucket String, username String, password String, targetNode String) : GenericQueryRequest in class com.couchbase.client.java.query.core.N1qlQueryExecutor
5269b8f459103cb6011a7e7780c7ab4f53cec8bc;Change Variable Type;Change Variable Type	networkAddress : NetworkAddress to networkAddress : String in method package sendAddNodeRequest(address InetSocketAddress) : Observable<Boolean> in class com.couchbase.client.java.cluster.DefaultAsyncClusterManager
37dbcb94cc056b7803d00ae7cc373d7041289cbc;Change Return Type;Change Return Type	KeysPath to JoinPath in method public as(alias String) : JoinPath in class com.couchbase.client.java.query.dsl.path.DefaultJoinPath
37dbcb94cc056b7803d00ae7cc373d7041289cbc;Change Return Type;Change Return Type	KeysPath to JoinPath in method public as(alias String) : JoinPath in class com.couchbase.client.java.query.dsl.path.JoinPath
e1911466387727ad1161dfa3d9284a40b2973128;Rename Variable;Rename Variable	bucketExists : boolean to canUseBucket : boolean in method public buildWithCluster(cluster Cluster, env CouchbaseEnvironment, authed boolean) : CouchbaseTestContext in class com.couchbase.client.java.util.CouchbaseTestContext.Builder
8424282fb1d609d8f5df03341077def985c45c9b;Change Variable Type;Change Variable Type	environment : CouchbaseEnvironment to builder : DefaultCouchbaseEnvironment.Builder in method public setup() : void in class com.couchbase.client.java.FieldLevelEncryptionKeyValueTest
8424282fb1d609d8f5df03341077def985c45c9b;Rename Variable;Rename Variable	environment : CouchbaseEnvironment to builder : DefaultCouchbaseEnvironment.Builder in method public setup() : void in class com.couchbase.client.java.FieldLevelEncryptionKeyValueTest
8424282fb1d609d8f5df03341077def985c45c9b;Move And Rename Attribute;Move And Rename Attribute	private testProperties : Properties renamed to private mockProperties : Properties and moved from class com.couchbase.client.java.util.CouchbaseTestContext.Builder to class com.couchbase.client.java.util.CouchbaseTestContext
8424282fb1d609d8f5df03341077def985c45c9b;Move Method;Move Method	private isMockEnabled() : boolean from class com.couchbase.client.java.util.CouchbaseTestContext.Builder to public isMockEnabled() : boolean from class com.couchbase.client.java.util.CouchbaseTestContext
4d19fd45ddea135532ff862caf20f9db95c8a009;Inline Variable;Inline Variable	jsonObject : JsonObject in method protected doDecode(id String, content ByteBuf, cas long, expiry int, flags int, status ResponseStatus) : JsonDocument from class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
a37d6c0cc39be1b98a123d2aeff70eb3f82d9644;Rename Variable;Rename Variable	params : AnalyticsParams to that : AnalyticsParams in method public equals(o Object) : boolean in class com.couchbase.client.java.analytics.AnalyticsParams
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Variable;Rename Variable	kp : JceksKeyStoreProvider to kp2 : JceksKeyStoreProvider in method public setup() : void in class com.couchbase.client.java.FieldLevelEncryptionKeyValueTest
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Return Type;Change Return Type	Map<String,ValueEncryptionConfig> to Map<String,String> in method public encryptionPathInfo() : Map<String,String> in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Attribute Type;Change Attribute Type	encryptionPathInfo : Map<String,ValueEncryptionConfig> to encryptionPathInfo : Map<String,String> in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value Object, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value Object, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value String, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value String, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value int, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value int, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value long, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value long, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value double, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value double, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value boolean, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value boolean, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value JsonObject, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value JsonObject, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value Map<String,?>, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value Map<String,?>, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value JsonArray, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value JsonArray, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value Number, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value Number, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public put(name String, value List<?>, config ValueEncryptionConfig) : JsonObject renamed to public putAndEncrypt(name String, value List<?>, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Method;Rename Method	public putNull(name String, config ValueEncryptionConfig) : JsonObject renamed to public putNullAndEncrypt(name String, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Extract Method;Extract Method	public setCryptoManager(cryptoManager CryptoManager) : void extracted from public toDecryptedMap() : Map<String,Object> in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Variable Type;Change Variable Type	paths : Map<String,ValueEncryptionConfig> to paths : Map<String,String> in method public put(name String, value JsonObject) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Variable Type;Change Variable Type	entry : Map.Entry<String,ValueEncryptionConfig> to entry : Map.Entry<String,String> in method public put(name String, value JsonObject) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value Object, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value Object, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value String, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value String, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value int, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value int, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value long, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value long, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value double, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value double, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value boolean, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value boolean, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value JsonObject, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value JsonObject, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value Map<String,?>, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value Map<String,?>, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value JsonArray, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value JsonArray, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value Number, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value Number, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value List<?>, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putAndEncrypt(name String, value List<?>, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method public putNullAndEncrypt(name String, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method public putNullAndEncrypt(name String, providerName String) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : ValueEncryptionConfig to providerName : String in method private addValueEncryptionInfo(path String, providerName String, escape boolean) : void in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : ValueEncryptionConfig to providerName : String in method private addValueEncryptionInfo(path String, providerName String, escape boolean) : void in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Replace Variable With Attribute;Replace Variable With Attribute	content : Object to cryptoManager : CryptoManager in method public setCryptoManager(cryptoManager CryptoManager) : void in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Variable Type;Change Variable Type	content : Object to cryptoManager : CryptoManager in method public setCryptoManager(cryptoManager CryptoManager) : void in class com.couchbase.client.java.document.json.JsonObject
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Attribute;Rename Attribute	encryptionConfig : EncryptionConfig to cryptoManager : CryptoManager in class com.couchbase.client.java.env.DefaultCouchbaseEnvironment
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Attribute Type;Change Attribute Type	encryptionConfig : EncryptionConfig to cryptoManager : CryptoManager in class com.couchbase.client.java.env.DefaultCouchbaseEnvironment
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Variable Type;Change Variable Type	valueEncryptionConfig : ValueEncryptionConfig to encryptionProviderName : String in method public fromEntity(source EntityDocument<Object>) : JsonDocument in class com.couchbase.client.java.repository.mapping.DefaultEntityConverter
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Variable;Rename Variable	valueEncryptionConfig : ValueEncryptionConfig to encryptionProviderName : String in method public fromEntity(source EntityDocument<Object>) : JsonDocument in class com.couchbase.client.java.repository.mapping.DefaultEntityConverter
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Parameter;Rename Parameter	config : EncryptionConfig to cryptoManager : CryptoManager in method public JsonCryptoTranscoder(cryptoManager CryptoManager) in class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Parameter Type;Change Parameter Type	config : EncryptionConfig to cryptoManager : CryptoManager in method public JsonCryptoTranscoder(cryptoManager CryptoManager) in class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Variable Type;Change Variable Type	config : ValueEncryptionConfig to providerName : String in method private addEncryption(content JsonObject) : void in class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Variable;Rename Variable	config : ValueEncryptionConfig to providerName : String in method private addEncryption(content JsonObject) : void in class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Variable Type;Change Variable Type	entry : Map.Entry<String,ValueEncryptionConfig> to entry : Map.Entry<String,String> in method private addEncryption(content JsonObject) : void in class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Attribute;Rename Attribute	encryptionConfig : EncryptionConfig to cryptoManager : CryptoManager in class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
b47acb14ad8fc6ebe7448da2144049c059300cec;Change Attribute Type;Change Attribute Type	encryptionConfig : EncryptionConfig to cryptoManager : CryptoManager in class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
b47acb14ad8fc6ebe7448da2144049c059300cec;Rename Variable;Rename Variable	kp : JceksKeyStoreProvider to kp1 : JceksKeyStoreProvider in method public setup() : void in class com.couchbase.client.java.encryption.FieldLevelEncryptionTest
916f62bc7a53c1c2748715b290b44e1622f701a3;Extract Method;Extract Method	private getAllDeclaredFields(sourceEntity Class<?>) : List<Field> extracted from public ReflectionBasedEntityMetadata(sourceEntity Class<?>) in class com.couchbase.client.java.repository.mapping.ReflectionBasedEntityMetadata
916f62bc7a53c1c2748715b290b44e1622f701a3;Extract Variable;Extract Variable	clazz : Class<?> in method private getAllDeclaredFields(sourceEntity Class<?>) : List<Field> from class com.couchbase.client.java.repository.mapping.ReflectionBasedEntityMetadata
916f62bc7a53c1c2748715b290b44e1622f701a3;Extract Variable;Extract Variable	f : Field[] in method private getAllDeclaredFields(sourceEntity Class<?>) : List<Field> from class com.couchbase.client.java.repository.mapping.ReflectionBasedEntityMetadata
88bc7f3003aee048ddd272fd850acaa457a13807;Extract Superclass;Extract Superclass	com.couchbase.client.java.error.AuthenticationException from classes [com.couchbase.client.java.error.MixedAuthenticationException]
df508b417bb40eed45d1255350f0587a963ce7a0;Change Return Type;Change Return Type	Map<String,String> to Map<String,ValueEncryptionConfig> in method public encryptionPathInfo() : Map<String,ValueEncryptionConfig> in class com.couchbase.client.java.document.json.JsonObject
df508b417bb40eed45d1255350f0587a963ce7a0;Change Attribute Type;Change Attribute Type	encryptionPathInfo : Map<String,String> to encryptionPathInfo : Map<String,ValueEncryptionConfig> in class com.couchbase.client.java.document.json.JsonObject
df508b417bb40eed45d1255350f0587a963ce7a0;Change Variable Type;Change Variable Type	paths : Map<String,String> to paths : Map<String,ValueEncryptionConfig> in method public put(name String, value JsonObject) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
df508b417bb40eed45d1255350f0587a963ce7a0;Change Variable Type;Change Variable Type	entry : Map.Entry<String,String> to entry : Map.Entry<String,ValueEncryptionConfig> in method public put(name String, value JsonObject) : JsonObject in class com.couchbase.client.java.document.json.JsonObject
df508b417bb40eed45d1255350f0587a963ce7a0;Change Variable Type;Change Variable Type	encryptionProvider : String to valueEncryptionConfig : ValueEncryptionConfig in method public fromEntity(source EntityDocument<Object>) : JsonDocument in class com.couchbase.client.java.repository.mapping.DefaultEntityConverter
df508b417bb40eed45d1255350f0587a963ce7a0;Rename Variable;Rename Variable	encryptionProvider : String to valueEncryptionConfig : ValueEncryptionConfig in method public fromEntity(source EntityDocument<Object>) : JsonDocument in class com.couchbase.client.java.repository.mapping.DefaultEntityConverter
df508b417bb40eed45d1255350f0587a963ce7a0;Rename Variable;Rename Variable	encrypted : JsonObject to encryptedVal : JsonObject in method private addEncryption(content JsonObject) : void in class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
df508b417bb40eed45d1255350f0587a963ce7a0;Change Variable Type;Change Variable Type	entry : Map.Entry<String,String> to entry : Map.Entry<String,ValueEncryptionConfig> in method private addEncryption(content JsonObject) : void in class com.couchbase.client.java.transcoder.crypto.JsonCryptoTranscoder
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Method;Extract Method	private insert(document D, parent Span, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public insert(document D, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Method;Extract Method	private upsert(document D, parent Span, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public upsert(document D, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Method;Extract Method	private replace(document D, parent Span, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public replace(document D, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Method;Extract Method	private remove(document D, parent Span, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public remove(document D, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Method;Extract Method	private counter(id String, delta long, initial long, expiry int, parent Span, timeout long, timeUnit TimeUnit) : Observable<JsonLongDocument> extracted from public counter(id String, delta long, initial long, expiry int, timeout long, timeUnit TimeUnit) : Observable<JsonLongDocument> in class com.couchbase.client.java.CouchbaseAsyncBucket
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Method;Extract Method	private append(document D, parent Span, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public append(document D, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Method;Extract Method	private prepend(document D, parent Span, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public prepend(document D, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Variable;Extract Variable	spanBuilder : Tracer.SpanBuilder in method public call() : Observable<D> from class com.couchbase.client.java.bucket.api.Mutate.insert.defer
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Variable;Extract Variable	spanBuilder : Tracer.SpanBuilder in method public call() : Observable<D> from class com.couchbase.client.java.bucket.api.Mutate.upsert.defer
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Variable;Extract Variable	spanBuilder : Tracer.SpanBuilder in method public call() : Observable<D> from class com.couchbase.client.java.bucket.api.Mutate.replace.defer
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Variable;Extract Variable	spanBuilder : Tracer.SpanBuilder in method public call() : Observable<D> from class com.couchbase.client.java.bucket.api.Mutate.append.defer
79f79f0896d57b009a2c6967eac47d3560a3ac3c;Extract Variable;Extract Variable	spanBuilder : Tracer.SpanBuilder in method public call() : Observable<D> from class com.couchbase.client.java.bucket.api.Mutate.prepend.defer
02fe55b28b58a42b2c1805c6815a8ff502a9523e;Extract Method;Extract Method	public execute(timeout long, timeUnit TimeUnit) : Observable<DocumentFragment<Lookup>> extracted from public execute() : Observable<DocumentFragment<Lookup>> in class com.couchbase.client.java.subdoc.AsyncLookupInBuilder
02fe55b28b58a42b2c1805c6815a8ff502a9523e;Extract Method;Extract Method	public execute(timeout long, timeUnit TimeUnit) : Observable<DocumentFragment<Mutation>> extracted from public execute() : Observable<DocumentFragment<Mutation>> in class com.couchbase.client.java.subdoc.AsyncMutateInBuilder
02fe55b28b58a42b2c1805c6815a8ff502a9523e;Extract Method;Extract Method	public execute(persistTo PersistTo, replicateTo ReplicateTo, timeout long, timeUnit TimeUnit) : Observable<DocumentFragment<Mutation>> extracted from public execute(persistTo PersistTo, replicateTo ReplicateTo) : Observable<DocumentFragment<Mutation>> in class com.couchbase.client.java.subdoc.AsyncMutateInBuilder
efd794e502974386da1842eff41cd8d4c7d6b3b9;Extract Method;Extract Method	public query(query ViewQuery, timeout long, timeUnit TimeUnit) : Observable<AsyncViewResult> extracted from public query(query ViewQuery) : Observable<AsyncViewResult> in class com.couchbase.client.java.CouchbaseAsyncBucket
efd794e502974386da1842eff41cd8d4c7d6b3b9;Extract Method;Extract Method	public query(query ViewQuery, timeout long, timeUnit TimeUnit) : Observable<AsyncViewResult> extracted from public query(query SpatialViewQuery) : Observable<AsyncSpatialViewResult> in class com.couchbase.client.java.CouchbaseAsyncBucket
efd794e502974386da1842eff41cd8d4c7d6b3b9;Extract Method;Extract Method	public query(query SearchQuery, timeout long, timeUnit TimeUnit) : Observable<AsyncSearchQueryResult> extracted from public query(query SearchQuery) : Observable<AsyncSearchQueryResult> in class com.couchbase.client.java.CouchbaseAsyncBucket
efd794e502974386da1842eff41cd8d4c7d6b3b9;Extract Method;Extract Method	public query(query AnalyticsQuery, timeout long, timeUnit TimeUnit) : Observable<AsyncAnalyticsQueryResult> extracted from public query(query AnalyticsQuery) : Observable<AsyncAnalyticsQueryResult> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Extract Method;Extract Method	public append(document D, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public append(document D) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Extract Method;Extract Method	public prepend(document D, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public prepend(document D) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Extract Method;Extract Method	public append(document D, persistTo PersistTo, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public append(document D, persistTo PersistTo) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Extract Method;Extract Method	public append(document D, persistTo PersistTo, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public append(document D, replicateTo ReplicateTo) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Change Parameter Type;Change Parameter Type	replicateTo : ReplicateTo to persistTo : PersistTo in method public append(document D, persistTo PersistTo, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Rename Parameter;Rename Parameter	replicateTo : ReplicateTo to persistTo : PersistTo in method public append(document D, persistTo PersistTo, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Extract Method;Extract Method	public append(document D, replicateTo ReplicateTo, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public append(document D, persistTo PersistTo) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Change Parameter Type;Change Parameter Type	persistTo : PersistTo to replicateTo : ReplicateTo in method public append(document D, replicateTo ReplicateTo, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Rename Parameter;Rename Parameter	persistTo : PersistTo to replicateTo : ReplicateTo in method public append(document D, replicateTo ReplicateTo, timeout long, timeUnit TimeUnit) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Extract Method;Extract Method	public append(document D, replicateTo ReplicateTo, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public append(document D, replicateTo ReplicateTo) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Extract Method;Extract Method	public append(document D, persistTo PersistTo, replicateTo ReplicateTo, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public append(document D, persistTo PersistTo, replicateTo ReplicateTo) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
94caa1816e69cb13b89fef9482e92eec2f41ecb1;Extract Method;Extract Method	public prepend(document D, persistTo PersistTo, timeout long, timeUnit TimeUnit) : Observable<D> extracted from public prepend(document D, persistTo PersistTo) : Observable<D> in class com.couchbase.client.java.CouchbaseAsyncBucket
