CommitId;RefactoringType;RefactoringDetail
3b1e377f36ce1262cc508b22526e9997cb8dcb62;Extract Interface;Extract Interface	com.facebook.imagepipeline.image.HasImageMetadata from classes [com.facebook.imagepipeline.image.CloseableImage]
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mBackgroundNetworkFetchToEncodedMemorySequence : Producer<CloseableReference<PooledByteBuffer>> to mBackgroundNetworkFetchToEncodedMemorySequence : Producer<EncodedImage> in class com.facebook.imagepipeline.core.ProducerSequenceFactory
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mCommonNetworkFetchToEncodedMemorySequence : Producer<CloseableReference<PooledByteBuffer>> to mCommonNetworkFetchToEncodedMemorySequence : Producer<EncodedImage> in class com.facebook.imagepipeline.core.ProducerSequenceFactory
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	nextProducer : Producer<CloseableReference<PooledByteBuffer>> to nextProducer : Producer<EncodedImage> in method private newBitmapCacheGetToDecodeSequence(nextProducer Producer<EncodedImage>) : Producer<CloseableReference<CloseableImage>> in class com.facebook.imagepipeline.core.ProducerSequenceFactory
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Variable Type;Change Variable Type	localImageThrottlingProducer : ThrottlingProducer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to localImageThrottlingProducer : ThrottlingProducer<EncodedImage> in method private newLocalTransformationsSequence(nextProducer Producer<CloseableReference<PooledByteBuffer>>) : Producer<EncodedImage> in class com.facebook.imagepipeline.core.ProducerSequenceFactory
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeGif(encodedImage EncodedImage, options ImageDecodeOptions) : CloseableImage in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeGif(encodedImage EncodedImage, options ImageDecodeOptions) : CloseableImage in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeStaticImage(encodedImage EncodedImage) : CloseableStaticBitmap in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeStaticImage(encodedImage EncodedImage) : CloseableStaticBitmap in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeJpeg(encodedImage EncodedImage, length int, qualityInfo QualityInfo) : CloseableStaticBitmap in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeJpeg(encodedImage EncodedImage, length int, qualityInfo QualityInfo) : CloseableStaticBitmap in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeAnimatedWebp(encodedImage EncodedImage, options ImageDecodeOptions) : CloseableImage in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeAnimatedWebp(encodedImage EncodedImage, options ImageDecodeOptions) : CloseableImage in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeImage(encodedImage EncodedImage, length int, qualityInfo QualityInfo, options ImageDecodeOptions) : CloseableImage in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	pooledByteBufferRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method public decodeImage(encodedImage EncodedImage, length int, qualityInfo QualityInfo, options ImageDecodeOptions) : CloseableImage in class com.facebook.imagepipeline.decoder.ImageDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	consumer : Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to consumer : Consumer<EncodedImage> in method public produceResults(consumer Consumer<EncodedImage>, context ProducerContext) : void in class com.facebook.imagepipeline.producers.AddImageTransformMetaDataProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	consumer : Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to consumer : Consumer<EncodedImage> in method private AddImageTransformMetaDataConsumer(consumer Consumer<EncodedImage>) in class com.facebook.imagepipeline.producers.AddImageTransformMetaDataProducer.AddImageTransformMetaDataConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mNextProducer1 : Producer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to mNextProducer1 : Producer<EncodedImage> in class com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mNextProducer2 : Producer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to mNextProducer2 : Producer<EncodedImage> in class com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	nextProducer1 : Producer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to nextProducer1 : Producer<EncodedImage> in method public BranchOnSeparateImagesProducer(nextProducer1 Producer<EncodedImage>, nextProducer2 Producer<EncodedImage>) in class com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	nextProducer2 : Producer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to nextProducer2 : Producer<EncodedImage> in method public BranchOnSeparateImagesProducer(nextProducer1 Producer<EncodedImage>, nextProducer2 Producer<EncodedImage>) in class com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	consumer : Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to consumer : Consumer<EncodedImage> in method public produceResults(consumer Consumer<EncodedImage>, context ProducerContext) : void in class com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	consumer : Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to consumer : Consumer<EncodedImage> in method private OnFirstImageConsumer(consumer Consumer<EncodedImage>, producerContext ProducerContext) in class com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducer.OnFirstImageConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	newResult : Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData> to newResult : EncodedImage in method protected onNewResultImpl(newResult EncodedImage, isLast boolean) : void in class com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducer.OnFirstImageConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	newResult : Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData> to encodedImage : EncodedImage in method private isResultGoodEnough(encodedImage EncodedImage, imageRequest ImageRequest) : boolean in class com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducer.OnFirstImageConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	newResult : Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData> to encodedImage : EncodedImage in method private isResultGoodEnough(encodedImage EncodedImage, imageRequest ImageRequest) : boolean in class com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducer.OnFirstImageConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mNextProducer : Producer<CloseableReference<PooledByteBuffer>> to mNextProducer : Producer<EncodedImage> in class com.facebook.imagepipeline.producers.DecodeProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	nextProducer : Producer<CloseableReference<PooledByteBuffer>> to nextProducer : Producer<EncodedImage> in method public DecodeProducer(byteArrayPool ByteArrayPool, executor Executor, imageDecoder ImageDecoder, progressiveJpegConfig ProgressiveJpegConfig, nextProducer Producer<EncodedImage>) in class com.facebook.imagepipeline.producers.DecodeProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mJobScheduler : JobScheduler<PooledByteBuffer,Void> to mJobScheduler : JobScheduler in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	newResult : CloseableReference<PooledByteBuffer> to newResult : EncodedImage in method public onNewResultImpl(newResult EncodedImage, isLast boolean) : void in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	ref : CloseableReference<PooledByteBuffer> to ref : EncodedImage in method protected updateDecodeJob(ref EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	bytesRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method private doDecode(encodedImage EncodedImage, isLast boolean) : void in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	bytesRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method private doDecode(encodedImage EncodedImage, isLast boolean) : void in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	inputRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method protected updateDecodeJob(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.DecodeProducer.LocalImagesProgressiveDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	inputRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method protected updateDecodeJob(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.DecodeProducer.LocalImagesProgressiveDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	inputRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method protected updateDecodeJob(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.DecodeProducer.NetworkImagesProgressiveDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	inputRef : CloseableReference<PooledByteBuffer> to encodedImage : EncodedImage in method protected updateDecodeJob(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.DecodeProducer.NetworkImagesProgressiveDecoder
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mJobRunnable : JobRunnable<T,E> to mJobRunnable : JobRunnable in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	jobRunnable : JobRunnable<T,E> to jobRunnable : JobRunnable in method public JobScheduler(executor Executor, jobRunnable JobRunnable, minimumJobIntervalMs int) in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	inputRef : CloseableReference<T> to encodedImage : EncodedImage in method private shouldProcess(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	inputRef : CloseableReference<T> to encodedImage : EncodedImage in method private shouldProcess(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Variable Type;Change Variable Type	oldRef : CloseableReference<T> to oldEncodedImage : EncodedImage in method public clearJob() : void in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Variable;Rename Variable	oldRef : CloseableReference<T> to oldEncodedImage : EncodedImage in method public clearJob() : void in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Merge Variable;Merge Variable	[inputRef : CloseableReference<T>, extra : E] to input : EncodedImage in method private doJob() : void in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Variable Type;Change Variable Type	oldRef : CloseableReference<T> to oldEncodedImage : EncodedImage in method public updateJob(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	inputRef : CloseableReference<T> to encodedImage : EncodedImage in method public updateJob(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Variable;Rename Variable	oldRef : CloseableReference<T> to oldEncodedImage : EncodedImage in method public updateJob(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	inputRef : CloseableReference<T> to encodedImage : EncodedImage in method public updateJob(encodedImage EncodedImage, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Attribute;Rename Attribute	mInputRef : CloseableReference<T> to mEncodedImage : EncodedImage in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mInputRef : CloseableReference<T> to mEncodedImage : EncodedImage in class com.facebook.imagepipeline.producers.JobScheduler
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	consumer : Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to consumer : Consumer<EncodedImage> in method public produceResults(consumer Consumer<EncodedImage>, producerContext ProducerContext) : void in class com.facebook.imagepipeline.producers.LocalExifThumbnailProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mNextProducer : Producer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to mNextProducer : Producer<EncodedImage> in class com.facebook.imagepipeline.producers.RemoveImageTransformMetaDataProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	nextProducer : Producer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to nextProducer : Producer<EncodedImage> in method public RemoveImageTransformMetaDataProducer(nextProducer Producer<EncodedImage>) in class com.facebook.imagepipeline.producers.RemoveImageTransformMetaDataProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mNextProducer : Producer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to mNextProducer : Producer<EncodedImage> in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	nextProducer : Producer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to nextProducer : Producer<EncodedImage> in method public ResizeAndRotateProducer(executor Executor, pooledByteBufferFactory PooledByteBufferFactory, nextProducer Producer<EncodedImage>) in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	consumer : Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to consumer : Consumer<EncodedImage> in method public produceResults(consumer Consumer<EncodedImage>, context ProducerContext) : void in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private shouldTransform(request ImageRequest, encodedImage EncodedImage) : TriState in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private shouldTransform(request ImageRequest, encodedImage EncodedImage) : TriState in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private getScaleNumerator(imageRequest ImageRequest, encodedImage EncodedImage) : int in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private getScaleNumerator(imageRequest ImageRequest, encodedImage EncodedImage) : int in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private getRotationAngle(imageRequest ImageRequest, encodedImage EncodedImage) : int in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private getRotationAngle(imageRequest ImageRequest, encodedImage EncodedImage) : int in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Attribute Type;Change Attribute Type	mJobScheduler : JobScheduler<PooledByteBuffer,ImageTransformMetaData> to mJobScheduler : JobScheduler in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer.TransformingConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	consumer : Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> to consumer : Consumer<EncodedImage> in method public TransformingConsumer(consumer Consumer<EncodedImage>, producerContext ProducerContext) in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer.TransformingConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	newResult : Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData> to newResult : EncodedImage in method protected onNewResultImpl(newResult EncodedImage, isLast boolean) : void in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer.TransformingConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private getExtraMap(encodedImage EncodedImage, imageRequest ImageRequest, numerator int) : Map<String,String> in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer.TransformingConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private getExtraMap(encodedImage EncodedImage, imageRequest ImageRequest, numerator int) : Map<String,String> in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer.TransformingConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Change Parameter Type;Change Parameter Type	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private doTransform(encodedImage EncodedImage, isLast boolean) : void in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer.TransformingConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Rename Parameter;Rename Parameter	metaData : ImageTransformMetaData to encodedImage : EncodedImage in method private doTransform(encodedImage EncodedImage, isLast boolean) : void in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer.TransformingConsumer
e32e0a6b291b8da553a2f50998ebcc653054fb41;Extract And Move Method;Extract And Move Method	private getEncodedImage(bytesRef CloseableReference<PooledByteBuffer>) : EncodedImage extracted from protected onNewResultImpl(newResult CloseableReference<PooledByteBuffer>, isLast boolean) : void in class com.facebook.imagepipeline.producers.AddImageTransformMetaDataProducer.AddImageTransformMetaDataConsumer & moved to class com.facebook.imagepipeline.producers.AddImageTransformMetaDataProducer
66e99ace2339549888987570bec2ad02644dcece;Extract Variable;Extract Variable	numerator : int in method private doTransform(inputRef CloseableReference<PooledByteBuffer>, metaData ImageTransformMetaData, isLast boolean) : void from class com.facebook.imagepipeline.producers.ResizeAndRotateProducer.TransformingConsumer
66e99ace2339549888987570bec2ad02644dcece;Extract Variable;Extract Variable	extraMap : Map<String,String> in method private doTransform(inputRef CloseableReference<PooledByteBuffer>, metaData ImageTransformMetaData, isLast boolean) : void from class com.facebook.imagepipeline.producers.ResizeAndRotateProducer.TransformingConsumer
07af9a92571da88a0f38b0e23d92044e61f7caf8;Rename Method;Rename Method	public testFresco() : void renamed to public testFrescoLocal() : void in class com.facebook.samples.comparison.test.ScrollTest
07af9a92571da88a0f38b0e23d92044e61f7caf8;Rename Method;Rename Method	public testFrescoOkhttp() : void renamed to public testFrescoOkhttpLocal() : void in class com.facebook.samples.comparison.test.ScrollTest
07af9a92571da88a0f38b0e23d92044e61f7caf8;Rename Method;Rename Method	public testGlide() : void renamed to public testUilLocal() : void in class com.facebook.samples.comparison.test.ScrollTest
07af9a92571da88a0f38b0e23d92044e61f7caf8;Rename Method;Rename Method	public testPicasso() : void renamed to public testPicassoLocal() : void in class com.facebook.samples.comparison.test.ScrollTest
07af9a92571da88a0f38b0e23d92044e61f7caf8;Rename Method;Rename Method	public testUil() : void renamed to public testUilNetwork() : void in class com.facebook.samples.comparison.test.ScrollTest
07af9a92571da88a0f38b0e23d92044e61f7caf8;Rename Method;Rename Method	public testVolley() : void renamed to public testVolleyNetwork() : void in class com.facebook.samples.comparison.test.ScrollTest
07af9a92571da88a0f38b0e23d92044e61f7caf8;Rename Method;Rename Method	public testDraweeVolley() : void renamed to public testDraweeVolleyNetwork() : void in class com.facebook.samples.comparison.test.ScrollTest
90be4641950eb781232579c10c6a9308f91354e6;Rename Method;Rename Method	private setAdapter(index int) : void renamed to private setSourceAdapter(index int) : void in class com.facebook.samples.comparison.MainActivity
90be4641950eb781232579c10c6a9308f91354e6;Rename Method;Rename Method	private reloadUrls() : void renamed to private loadUrls() : void in class com.facebook.samples.comparison.MainActivity
90be4641950eb781232579c10c6a9308f91354e6;Extract Method;Extract Method	private resetAdapter() : void extracted from private setAdapter(index int) : void in class com.facebook.samples.comparison.MainActivity
90be4641950eb781232579c10c6a9308f91354e6;Extract Method;Extract Method	private setLoaderAdapter(index int) : void extracted from private setAdapter(index int) : void in class com.facebook.samples.comparison.MainActivity
90be4641950eb781232579c10c6a9308f91354e6;Extract Method;Extract Method	private loadNetworkUrls() : void extracted from private reloadUrls() : void in class com.facebook.samples.comparison.MainActivity
e342b22f1dd7d33b43877d79badab15f10e5fcdf;Rename Method;Rename Method	public forTransform() : Executor renamed to public forBackgroundTasks() : Executor in class com.facebook.imagepipeline.core.DefaultExecutorSupplier
e342b22f1dd7d33b43877d79badab15f10e5fcdf;Rename Method;Rename Method	public forBackground() : Executor renamed to public forLightweightBackgroundTasks() : Executor in class com.facebook.imagepipeline.core.DefaultExecutorSupplier
e342b22f1dd7d33b43877d79badab15f10e5fcdf;Rename Method;Rename Method	public forTransform() : Executor renamed to public forBackgroundTasks() : Executor in class com.facebook.imagepipeline.core.ExecutorSupplier
e342b22f1dd7d33b43877d79badab15f10e5fcdf;Rename Method;Rename Method	public forBackground() : Executor renamed to public forLightweightBackgroundTasks() : Executor in class com.facebook.imagepipeline.core.ExecutorSupplier
9a44845a1f7386f270e3f6b314cebeb4c56f55c9;Change Attribute Type;Change Attribute Type	mTopLevelDrawable : Drawable to mTopLevelDrawable : SettableDrawable in class com.facebook.drawee.generic.GenericDraweeHierarchy
23b9117b9eae70bf1bc9c3dc6b834c7fd9ac8fd8;Change Attribute Type;Change Attribute Type	mNativeContext : int to mNativeContext : long in class com.facebook.imagepipeline.gif.GifFrame
23b9117b9eae70bf1bc9c3dc6b834c7fd9ac8fd8;Change Parameter Type;Change Parameter Type	nativeContext : int to nativeContext : long in method package GifFrame(nativeContext long) in class com.facebook.imagepipeline.gif.GifFrame
23b9117b9eae70bf1bc9c3dc6b834c7fd9ac8fd8;Change Attribute Type;Change Attribute Type	mNativeContext : int to mNativeContext : long in class com.facebook.imagepipeline.gif.GifImage
23b9117b9eae70bf1bc9c3dc6b834c7fd9ac8fd8;Change Parameter Type;Change Parameter Type	nativeContext : int to nativeContext : long in method package GifImage(nativeContext long) in class com.facebook.imagepipeline.gif.GifImage
23b9117b9eae70bf1bc9c3dc6b834c7fd9ac8fd8;Change Attribute Type;Change Attribute Type	mNativeContext : int to mNativeContext : long in class com.facebook.imagepipeline.webp.WebPFrame
23b9117b9eae70bf1bc9c3dc6b834c7fd9ac8fd8;Change Parameter Type;Change Parameter Type	nativeContext : int to nativeContext : long in method package WebPFrame(nativeContext long) in class com.facebook.imagepipeline.webp.WebPFrame
23b9117b9eae70bf1bc9c3dc6b834c7fd9ac8fd8;Change Attribute Type;Change Attribute Type	mNativeContext : int to mNativeContext : long in class com.facebook.imagepipeline.webp.WebPImage
23b9117b9eae70bf1bc9c3dc6b834c7fd9ac8fd8;Change Parameter Type;Change Parameter Type	nativeContext : int to nativeContext : long in method package WebPImage(nativeContext long) in class com.facebook.imagepipeline.webp.WebPImage
0d6af185bb33333ddeaa5a56005de064986393bc;Extract Method;Extract Method	private updateOverlayColorRounding() : void extracted from public setRoundingParams(roundingParams RoundingParams) : void in class com.facebook.drawee.generic.GenericDraweeHierarchy
0d6af185bb33333ddeaa5a56005de064986393bc;Extract Method;Extract Method	private updateBitmapOnlyRounding() : void extracted from public setRoundingParams(roundingParams RoundingParams) : void in class com.facebook.drawee.generic.GenericDraweeHierarchy
0dae246056eb332507a5b494914dda530e0e0c62;Rename Method;Rename Method	private getExtendedWebpWithoutAlphaNames() : List<String> renamed to private getName(path String) : List<String> in class com.facebook.imageformat.ImageFormatCheckerTest
0dae246056eb332507a5b494914dda530e0e0c62;Rename Method;Rename Method	private getPngNames() : List<String> renamed to private getNames(amount int, pathFormat String) : List<String> in class com.facebook.imageformat.ImageFormatCheckerTest
aaae354a32c0b93764c4b18ecf9eddada8e7b7f2;Change Return Type;Change Return Type	FetchState to OkHttpNetworkFetchState in method public createFetchState(consumer Consumer<CloseableReference<PooledByteBuffer>>, context ProducerContext) : OkHttpNetworkFetchState in class com.facebook.imagepipeline.backends.okhttp.OkHttpNetworkFetcher
